fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0006635700066357001,0.8693969249725342
0.0,0.1028533510285335,0.713719367980957
0.0015455950540958269,0.1028533510285335,0.7134358882904053
0.0015455950540958269,0.10351692103516921,0.7133691906929016
0.0030911901081916537,0.10351692103516921,0.7132585644721985
0.0030911901081916537,0.10683477106834771,0.7118875980377197
0.00463678516228748,0.10683477106834771,0.7116499543190002
0.00463678516228748,0.13735899137358992,0.7025690078735352
0.0061823802163833074,0.13735899137358992,0.7018283605575562
0.0061823802163833074,0.1552753815527538,0.6967761516571045
0.0077279752704791345,0.1552753815527538,0.6967401504516602
0.0077279752704791345,0.1639017916390179,0.694810152053833
0.00927357032457496,0.1639017916390179,0.6945669651031494
0.00927357032457496,0.1645653616456536,0.6945648193359375
0.010819165378670788,0.1645653616456536,0.6944413185119629
0.010819165378670788,0.17916390179163902,0.6913566589355469
0.012364760432766615,0.17916390179163902,0.6909904479980469
0.012364760432766615,0.18712674187126743,0.6897104382514954
0.013910355486862442,0.18712674187126743,0.6897046566009521
0.013910355486862442,0.19177173191771732,0.6888958215713501
0.015455950540958269,0.19177173191771732,0.6887372732162476
0.015455950540958269,0.1964167219641672,0.6874269843101501
0.017001545595054096,0.1964167219641672,0.6872488856315613
0.017001545595054096,0.2242866622428666,0.6803499460220337
0.01854714064914992,0.2242866622428666,0.6802635788917542
0.01854714064914992,0.22495023224950234,0.680239200592041
0.021638330757341576,0.22495023224950234,0.6798490881919861
0.021638330757341576,0.258792302587923,0.674005925655365
0.023183925811437404,0.258792302587923,0.6739197373390198
0.023183925811437404,0.27604512276045123,0.6719182729721069
0.02472952086553323,0.27604512276045123,0.6719154715538025
0.02472952086553323,0.27670869276708693,0.6718698740005493
0.02627511591962906,0.27670869276708693,0.6715786457061768
0.02627511591962906,0.2793629727936297,0.6705924868583679
0.027820710973724884,0.2793629727936297,0.67045658826828
0.027820710973724884,0.30126078301260784,0.6678323745727539
0.02936630602782071,0.30126078301260784,0.6677119135856628
0.02936630602782071,0.3085600530856005,0.665299654006958
0.030911901081916538,0.3085600530856005,0.6651538610458374
0.030911901081916538,0.3165228931652289,0.6635490655899048
0.03245749613601236,0.3165228931652289,0.6633524894714355
0.03245749613601236,0.31984074319840744,0.6630041599273682
0.03554868624420402,0.31984074319840744,0.6627588272094727
0.03554868624420402,0.3218314532183145,0.6624593138694763
0.03709428129829984,0.3218314532183145,0.6623948812484741
0.03709428129829984,0.32448573324485736,0.6618574261665344
