fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0006635700066357001,1.065159559249878
0.0,0.0013271400132714001,1.0332974195480347
0.0061823802163833074,0.0013271400132714001,0.9956428408622742
0.0061823802163833074,0.007962840079628402,0.9170472025871277
0.0077279752704791345,0.007962840079628402,0.9160333275794983
0.0077279752704791345,0.015262110152621102,0.891681969165802
0.00927357032457496,0.015262110152621102,0.8855523467063904
0.00927357032457496,0.0165892501658925,0.8803452253341675
0.010819165378670788,0.0165892501658925,0.879908561706543
0.010819165378670788,0.017916390179163903,0.8741603493690491
0.012364760432766615,0.017916390179163903,0.8730699419975281
0.012364760432766615,0.021897810218978103,0.8628823757171631
0.015455950540958269,0.021897810218978103,0.8616177439689636
0.015455950540958269,0.03185136031851361,0.849916398525238
0.017001545595054096,0.03185136031851361,0.8497309684753418
0.017001545595054096,0.035169210351692105,0.8458844423294067
0.01854714064914992,0.035169210351692105,0.8439775705337524
0.01854714064914992,0.035832780358327807,0.8437374234199524
0.02009273570324575,0.035832780358327807,0.8434345126152039
0.02009273570324575,0.038487060384870604,0.8414483070373535
0.021638330757341576,0.038487060384870604,0.8404895663261414
0.021638330757341576,0.0451227604512276,0.83245450258255
0.02472952086553323,0.0451227604512276,0.8309219479560852
0.02472952086553323,0.046449900464499004,0.8279542326927185
0.02627511591962906,0.046449900464499004,0.8272521495819092
0.02627511591962906,0.047113470471134705,0.8250897526741028
0.027820710973724884,0.047113470471134705,0.8242900371551514
0.027820710973724884,0.047777040477770406,0.8239335417747498
0.02936630602782071,0.047777040477770406,0.8227716088294983
0.02936630602782071,0.050431320504313204,0.8214308023452759
0.030911901081916538,0.050431320504313204,0.8211134076118469
0.030911901081916538,0.055739880557398806,0.8177957534790039
0.03245749613601236,0.055739880557398806,0.8173494338989258
0.03245749613601236,0.06104844061048441,0.8144997954368591
0.03554868624420402,0.06104844061048441,0.8117548823356628
0.03554868624420402,0.062375580623755804,0.8113884329795837
0.03863987635239567,0.062375580623755804,0.8095240592956543
0.03863987635239567,0.06370272063702721,0.8081716895103455
0.04173106646058733,0.06370272063702721,0.807923436164856
0.04173106646058733,0.0696748506967485,0.8032538294792175
0.04327666151468315,0.0696748506967485,0.8030246496200562
0.04327666151468315,0.07033842070338421,0.8029397130012512
0.04791344667697063,0.07033842070338421,0.7992627024650574
0.04791344667697063,0.07697412076974121,0.7940601110458374
0.04945904173106646,0.07697412076974121,0.7924941778182983
0.04945904173106646,0.07962840079628401,0.7916120290756226
0.05100463678516229,0.07962840079628401,0.7915717363357544
0.05100463678516229,0.08029197080291971,0.7906293272972107
0.05255023183925812,0.08029197080291971,0.7901899218559265
0.05255023183925812,0.0809555408095554,0.7899260520935059
0.05564142194744977,0.0809555408095554,0.7891868352890015
0.05564142194744977,0.08294625082946251,0.7873109579086304
0.05873261205564142,0.08294625082946251,0.7858105301856995
0.05873261205564142,0.08493696084936961,0.7843730449676514
0.06027820710973725,0.08493696084936961,0.7833083868026733
0.06027820710973725,0.0856005308560053,0.7828732132911682
0.061823802163833076,0.0856005308560053,0.7827745676040649
0.061823802163833076,0.0869276708692767,0.7805858254432678
0.0633693972179289,0.0869276708692767,0.7800053954124451
0.0633693972179289,0.0962176509621765,0.7747684717178345
0.06491499227202473,0.0962176509621765,0.7747482061386108
0.06491499227202473,0.10218978102189781,0.7703269124031067
0.06646058732612056,0.10218978102189781,0.770324170589447
0.06646058732612056,0.1041804910418049,0.7688187956809998
0.0695517774343122,0.1041804910418049,0.7678164839744568
0.0695517774343122,0.10484406104844061,0.7677325010299683
0.07264296754250386,0.10484406104844061,0.7672447562217712
0.07264296754250386,0.10617120106171202,0.7662940621376038
