path,taxon,group,label,split,anomaly_score
data/raw/Hypotrichida/221218180442_313.jpg,Hypotrichida,healthy,0,test,0.4527926
data/raw/Hypotrichida/221212132320_140.jpg,Hypotrichida,healthy,0,test,0.43660864
data/raw/Hypotrichida/221215125712_370.jpg,Hypotrichida,healthy,0,test,0.43465096
data/raw/Hypotrichida/221214130524_381.jpg,Hypotrichida,healthy,0,test,0.44961384
data/raw/Hypotrichida/221217131528_473.jpg,Hypotrichida,healthy,0,test,0.35326228
data/raw/Hypotrichida/221215125712_327.jpg,Hypotrichida,healthy,0,test,0.38516602
data/raw/Hypotrichida/221218101122_246.jpg,Hypotrichida,healthy,0,test,0.78277457
data/raw/Hypotrichida/221219123632_134.jpg,Hypotrichida,healthy,0,test,0.4436333
data/raw/Hypotrichida/221218180442_99.jpg,Hypotrichida,healthy,0,test,0.3865097
data/raw/Hypotrichida/221218171920_53.jpg,Hypotrichida,healthy,0,test,0.40140298
data/raw/Hypotrichida/221217131528_488.jpg,Hypotrichida,healthy,0,test,0.3659576
data/raw/Hypotrichida/221217131528_236.jpg,Hypotrichida,healthy,0,test,0.3360177
data/raw/Hypotrichida/221218171920_81_2.jpg,Hypotrichida,healthy,0,test,0.5738516
data/raw/Hypotrichida/221218180442_101.jpg,Hypotrichida,healthy,0,test,0.5470342
data/raw/Hypotrichida/221218180442_382.jpg,Hypotrichida,healthy,0,test,0.47306415
data/raw/Hypotrichida/221214130524_127.jpg,Hypotrichida,healthy,0,test,0.48905626
data/raw/Hypotrichida/221218171920_78.jpg,Hypotrichida,healthy,0,test,0.44385543
data/raw/Hypotrichida/221218180442_339.jpg,Hypotrichida,healthy,0,test,0.50273836
data/raw/Hypotrichida/221216134643_128.jpg,Hypotrichida,healthy,0,test,0.310771
data/raw/Hypotrichida/221218171920_55.jpg,Hypotrichida,healthy,0,test,0.65848744
data/raw/Hypotrichida/221215125712_808.jpg,Hypotrichida,healthy,0,test,0.6005224
data/raw/Hypotrichida/221215125712_749.jpg,Hypotrichida,healthy,0,test,0.5523478
data/raw/Hypotrichida/221217131528_130.jpg,Hypotrichida,healthy,0,test,0.36278278
data/raw/Hypotrichida/221218171920_158.jpg,Hypotrichida,healthy,0,test,0.39422792
data/raw/Hypotrichida/221215125712_809.jpg,Hypotrichida,healthy,0,test,0.39711648
data/raw/Hypotrichida/221218171920_147.jpg,Hypotrichida,healthy,0,test,0.5045871
data/raw/Hypotrichida/221215125712_194.jpg,Hypotrichida,healthy,0,test,0.35269222
data/raw/Hypotrichida/221217131528_414.jpg,Hypotrichida,healthy,0,test,0.40084025
data/raw/Hypotrichida/221218171920_159.jpg,Hypotrichida,healthy,0,test,0.37383184
data/raw/Hypotrichida/221217131528_419.jpg,Hypotrichida,healthy,0,test,0.3410072
data/raw/Hypotrichida/221218171920_130.jpg,Hypotrichida,healthy,0,test,0.43579355
data/raw/Hypotrichida/221214130524_57.jpg,Hypotrichida,healthy,0,test,0.6373875
data/raw/Hypotrichida/221219123632_43.jpg,Hypotrichida,healthy,0,test,0.4479236
data/raw/Hypotrichida/221217131528_91_2.jpg,Hypotrichida,healthy,0,test,0.33629856
data/raw/Hypotrichida/221214104141_229.jpg,Hypotrichida,healthy,0,test,0.7564908
data/raw/Hypotrichida/221217131528_312.jpg,Hypotrichida,healthy,0,test,0.31894055
data/raw/Hypotrichida/221216134643_73.jpg,Hypotrichida,healthy,0,test,0.31456777
data/raw/Hypotrichida/221215125712_619.jpg,Hypotrichida,healthy,0,test,0.41654512
data/raw/Hypotrichida/221215125712_749_2.jpg,Hypotrichida,healthy,0,test,0.5156755
data/raw/Hypotrichida/221218171920_44.jpg,Hypotrichida,healthy,0,test,0.5372512
data/raw/Hypotrichida/221218180442_100.jpg,Hypotrichida,healthy,0,test,0.56094253
data/raw/Hypotrichida/221213130833_109.jpg,Hypotrichida,healthy,0,test,0.59363794
data/raw/Hypotrichida/221213130833_218.jpg,Hypotrichida,healthy,0,test,0.35201183
data/raw/Hypotrichida/221217131528_115.jpg,Hypotrichida,healthy,0,test,0.373887
data/raw/Hypotrichida/221218171920_75.jpg,Hypotrichida,healthy,0,test,0.62418646
data/raw/Hypotrichida/221215125712_596.jpg,Hypotrichida,healthy,0,test,0.4337232
data/raw/Hypotrichida/221217131528_311.jpg,Hypotrichida,healthy,0,test,0.33391032
data/raw/Hypotrichida/221217211622_550.jpg,Hypotrichida,healthy,0,test,0.4874216
