path,taxon,group,label,split,anomaly_score
data/raw/Hypotrichida/221218180442_313.jpg,Hypotrichida,healthy,0,test,0.51834154
data/raw/Hypotrichida/221212132320_140.jpg,Hypotrichida,healthy,0,test,0.5712461
data/raw/Hypotrichida/221215125712_370.jpg,Hypotrichida,healthy,0,test,0.51666695
data/raw/Hypotrichida/221214130524_381.jpg,Hypotrichida,healthy,0,test,0.54425335
data/raw/Hypotrichida/221217131528_473.jpg,Hypotrichida,healthy,0,test,0.5157519
data/raw/Hypotrichida/221215125712_327.jpg,Hypotrichida,healthy,0,test,0.49421698
data/raw/Hypotrichida/221218101122_246.jpg,Hypotrichida,healthy,0,test,0.47495776
data/raw/Hypotrichida/221219123632_134.jpg,Hypotrichida,healthy,0,test,0.4279545
data/raw/Hypotrichida/221218180442_99.jpg,Hypotrichida,healthy,0,test,0.4889557
data/raw/Hypotrichida/221218171920_53.jpg,Hypotrichida,healthy,0,test,0.5121754
data/raw/Hypotrichida/221217131528_488.jpg,Hypotrichida,healthy,0,test,0.554082
data/raw/Hypotrichida/221217131528_236.jpg,Hypotrichida,healthy,0,test,0.47186062
data/raw/Hypotrichida/221218171920_81_2.jpg,Hypotrichida,healthy,0,test,0.54303986
data/raw/Hypotrichida/221218180442_101.jpg,Hypotrichida,healthy,0,test,0.5105624
data/raw/Hypotrichida/221218180442_382.jpg,Hypotrichida,healthy,0,test,0.62210166
data/raw/Hypotrichida/221214130524_127.jpg,Hypotrichida,healthy,0,test,0.5013545
data/raw/Hypotrichida/221218171920_78.jpg,Hypotrichida,healthy,0,test,0.5266837
data/raw/Hypotrichida/221218180442_339.jpg,Hypotrichida,healthy,0,test,0.5108654
data/raw/Hypotrichida/221216134643_128.jpg,Hypotrichida,healthy,0,test,0.5637261
data/raw/Hypotrichida/221218171920_55.jpg,Hypotrichida,healthy,0,test,0.6314707
data/raw/Hypotrichida/221215125712_808.jpg,Hypotrichida,healthy,0,test,0.62753564
data/raw/Hypotrichida/221215125712_749.jpg,Hypotrichida,healthy,0,test,0.53206617
